cust_id,status,category,payment_method,E Mail,respond_to_discount,total_spent,total_discount_received,no_of_transactions,days_till_last_interaction,years_of_stay,age_binned_Children,age_binned_Younger_Age,age_binned_Middle_Age,age_binned_Old_age,Gender_F,Gender_M,Region_Midwest,Region_Northeast,Region_South,Region_West,cluster
61728,complete,Entertainment,Easypay,rosaria.wink@hotmail.com,1,10631.492,2324.908,12,282,13,0,0,1,0,1,0,0,0,1,0,3
61731,complete,Mobiles & Tablets,Payaxis,gregg.gehl@hotmail.com,1,20558.844,3145.756,15,282,16,0,1,0,0,0,1,0,1,0,0,3
61733,complete,Entertainment,easypay_voucher,pierre.tufts@aol.com,1,25904.949,4025.351,17,103,20,0,0,1,0,0,1,0,1,0,0,0
61734,complete,Entertainment,Payaxis,tanisha.prewett@bellsouth.net,1,35817.264,5327.736,16,275,23,0,0,1,0,1,0,0,0,0,1,0
61735,complete,Entertainment,easypay_voucher,kirby.sutphin@rediffmail.com,1,36483.104,6332.696,14,259,23,0,0,0,1,0,1,0,1,0,0,0
61743,complete,Entertainment,cod,oliver.reddington@gmail.com,1,1633.5,200,1,426,35,0,0,0,1,0,1,1,0,0,0,1
61749,complete,Entertainment,Payaxis,timothy.batres@aol.com,1,3301,800,4,391,13,0,0,0,1,0,1,0,0,1,0,1
61754,complete,Entertainment,Easypay_MA,lawerence.cowie@hotmail.com,1,3467,200,2,408,22,0,1,0,0,0,1,0,0,0,1,1
61758,complete,Entertainment,cod,hassan.swigert@shell.com,1,2257.2,200,13,368,6,0,0,0,1,0,1,0,0,1,0,1
61761,complete,Entertainment,Easypay,hollis.varney@hotmail.co.uk,1,87152.744,12666.096,82,208,13,0,0,1,0,1,0,0,0,1,0,4
61766,complete,Entertainment,cod,richelle.cranor@gmail.com,1,2907.2,200,7,171,11,0,0,1,0,1,0,0,0,0,1,1
61767,complete,Entertainment,Easypay,ria.dame@verizon.net,1,42336.843,10126.057,36,282,21,0,0,1,0,1,0,1,0,0,0,0
61768,complete,Entertainment,Easypay,nicolasa.marinelli@bellsouth.net,1,1648,300,1,426,21,0,0,1,0,1,0,1,0,0,0,1
61772,complete,Entertainment,cod,stewart.minch@rediffmail.com,1,1633.5,200,1,426,14,0,0,1,0,0,1,0,0,0,1,1
61775,complete,Mobiles & Tablets,easypay_voucher,jimmy.montgomery@comcast.net,1,18234.844,2650.256,16,282,9,0,0,0,1,0,1,0,1,0,0,3
61782,complete,Entertainment,Payaxis,adriana.rao@gmail.com,1,9641.17,1831.53,7,374,12,0,0,0,1,1,0,1,0,0,0,3
61785,complete,Mobiles & Tablets,easypay_voucher,jerold.dionisio@verizon.net,1,7596.54,1204.06,7,374,9,0,0,0,1,0,1,0,0,1,0,1
61787,complete,Mobiles & Tablets,easypay_voucher,sharen.kerber@exxonmobil.com,1,29306.658,4771.642,15,276,4,0,0,1,0,1,0,0,0,1,0,0
61788,complete,Mobiles & Tablets,easypay_voucher,delicia.merkle@gmail.com,1,9838.54,1204.06,7,374,7,0,1,0,0,1,0,0,1,0,0,3
61793,complete,Entertainment,cod,keith.atkins@comcast.net,1,1633.5,200,1,426,6,0,0,1,0,0,1,0,0,1,0,1
61797,complete,Entertainment,cod,jean.mae@comcast.net,1,1633.5,200,1,426,20,0,1,0,0,0,1,0,0,1,0,1
61798,complete,Entertainment,Payaxis,ailene.dambrosio@gmail.com,1,2867,800,1,426,7,0,0,1,0,1,0,0,1,0,0,1
61805,complete,Appliances,easypay_voucher,jackson.palma@hotmail.com,1,4183.84,1063.56,4,374,5,0,1,0,0,0,1,0,0,0,1,1
61810,complete,Soghaat,Easypay,albert.rainwater@hotmail.com,1,394.825,69.675,5,426,21,0,0,1,0,0,1,0,0,1,0,1
61814,complete,Entertainment,Payaxis,lyla.bornstein@hotmail.com,1,11679,2710,6,369,12,0,0,1,0,1,0,0,0,1,0,3
61856,complete,Health & Sports,easypay_voucher,kallie.lovely@gmail.com,1,1167.71,124.89,8,197,15,0,0,0,1,1,0,1,0,0,0,1
61888,complete,Men's Fashion,cod,brandee.see@gmail.com,1,278.5,20,3,410,5,0,1,0,0,1,0,0,0,0,1,1
61961,complete,Women's Fashion,cod,emerita.spotts@microsoft.com,1,453.3,55.9,4,116,8,0,0,0,1,1,0,1,0,0,0,1
62020,complete,Entertainment,Easypay,luisa.matamoros@hotmail.com,1,17847.455,1926.345,15,250,8,0,0,0,1,1,0,1,0,0,0,3
62027,complete,Women's Fashion,cod,elijah.otoole@verizon.net,1,339.663,10,5,370,19,0,0,1,0,0,1,0,1,0,0,1
62029,complete,Appliances,cod,kaylene.fryman@rediffmail.com,1,149.4,20,2,399,23,0,0,1,0,1,0,0,0,0,1,1
62037,complete,Home & Living,cod,deon.papp@bellsouth.net,1,922.4,180,12,229,14,0,0,1,0,0,1,0,0,1,0,1
62070,complete,Women's Fashion,cod,garth.haggerty@hotmail.com,1,216,24,2,420,26,0,1,0,0,0,1,1,0,0,0,1
62072,complete,Mobiles & Tablets,easypay_voucher,nelson.rafael@yahoo.com,1,1920,223,5,317,9,0,1,0,0,0,1,0,1,0,0,1
62078,complete,Women's Fashion,cod,quyen.sardina@yahoo.co.uk,1,742.3,18.5,8,366,7,0,0,0,1,1,0,0,0,0,1,1
62080,complete,Women's Fashion,cod,arnetta.lennon@hotmail.com,1,216,24,2,420,5,0,0,1,0,1,0,0,0,0,1,1
62098,complete,Mobiles & Tablets,Payaxis,dustin.angle@gmail.com,1,59492.87,9320.43,65,106,10,0,0,0,1,0,1,1,0,0,0,4
62099,complete,Entertainment,Easypay,bud.jakes@hotmail.co.uk,1,1633.5,200,1,419,28,0,1,0,0,0,1,1,0,0,0,1
62102,complete,Entertainment,Easypay,omer.hodo@gmail.com,1,20279.491,3502.409,16,279,35,0,0,1,0,0,1,0,1,0,0,3
62107,complete,Women's Fashion,cod,gregory.rowley@yahoo.com,1,175.207,19.468,1,419,7,0,0,0,1,0,1,1,0,0,0,1
62109,complete,Entertainment,cod,heath.richarson@gmail.com,1,1411,200,1,419,7,0,0,1,0,0,1,0,0,1,0,1
62113,complete,Mobiles & Tablets,Payaxis,coy.tavera@gmail.com,1,22839.224,3409.776,14,282,20,0,0,0,1,0,1,0,0,0,1,0
62116,complete,Mobiles & Tablets,Payaxis,irma.chagoya@walmart.com,1,15241.23,3266.47,11,376,8,0,1,0,0,1,0,0,0,1,0,3
62128,complete,Men's Fashion,Easypay,hank.vallejo@bp.com,1,8139.55,1404.45,36,369,6,0,0,1,0,0,1,0,0,0,1,3
62131,complete,Women's Fashion,Easypay,shantay.mcgahey@bellsouth.net,1,610.5,24.5,3,419,35,0,0,1,0,1,0,0,0,0,1,1
62135,complete,Entertainment,Payaxis,charissa.nordman@yahoo.com,1,5658.1,800,8,310,17,0,0,1,0,1,0,0,0,0,1,1
62136,complete,Entertainment,Easypay,abdul.negrin@gmail.com,1,2822,400,2,419,8,0,0,1,0,0,1,1,0,0,0,1
62139,complete,Entertainment,Easypay,trudie.turnbull@gmail.com,1,2422,800,1,419,11,0,0,1,0,1,0,0,0,1,0,1
62142,complete,Entertainment,Payaxis,ela.ridout@gmail.com,1,9801,1200,6,419,10,0,1,0,0,1,0,1,0,0,0,3
62144,complete,Appliances,Easypay,barry.armijo@hotmail.com,1,853.23,150.57,1,419,6,0,0,0,1,0,1,0,0,1,0,1
62145,complete,Entertainment,Easypay,darrel.mathison@aol.com,1,2422,800,1,419,24,0,0,1,0,0,1,0,0,0,1,1
62149,complete,Women's Fashion,Payaxis,virgina.longwell@gmail.com,1,7396.708,1192.352,25,249,9,0,1,0,0,1,0,0,0,1,0,1
62150,complete,Mobiles & Tablets,Payaxis,scotty.zacarias@gmail.com,1,13124.709,3960.391,13,203,7,0,0,1,0,0,1,0,0,1,0,3
62153,complete,Entertainment,Easypay,letitia.kidwell@gmail.com,1,9892.771,4538.029,17,199,12,0,0,0,1,1,0,0,1,0,0,3
62155,complete,Entertainment,Easypay,markus.foulds@yahoo.com,1,2422,800,1,419,25,0,0,1,0,0,1,0,0,1,0,1
62158,complete,Entertainment,Easypay,niesha.mathewson@hotmail.com,1,9121.85004,2279.34996,39,173,9,0,0,0,1,1,0,0,0,1,0,3
62162,complete,Women's Fashion,cod,sarina.dossett@walmart.com,1,256.5,28.5,1,419,25,0,1,0,0,1,0,0,0,1,0,1
62164,complete,Entertainment,Payaxis,mertie.kipp@shell.com,1,1633.5,200,1,419,25,0,0,1,0,1,0,0,0,1,0,1
62165,complete,Women's Fashion,cod,blair.hyden@aol.com,1,85.05,9.45,1,419,24,0,0,1,0,0,1,0,0,1,0,1
62166,complete,Men's Fashion,Easypay,tanisha.bouldin@apple.com,1,3140.915,220.985,3,363,6,0,0,1,0,1,0,1,0,0,0,1
62167,complete,Entertainment,Payaxis,shalon.munger@hotmail.com,1,24903.464,4227.736,15,275,11,0,0,0,1,1,0,1,0,0,0,0
62172,complete,Entertainment,Payaxis,nannie.vanderford@hotmail.com,1,59634.87,13213.93,40,106,13,0,0,1,0,1,0,0,0,1,0,4
62173,complete,Entertainment,Payaxis,darell.peavler@msn.com,1,13362.76,4948.44,8,375,33,0,0,0,1,0,1,0,1,0,0,3
62174,complete,Entertainment,easypay_voucher,tiffany.jesus@gmail.com,1,19231.84,3067.76,10,282,18,0,0,1,0,1,0,1,0,0,0,3
62177,complete,Mobiles & Tablets,Payaxis,toney.manis@bellsouth.net,1,49151.038,11099.062,24,103,9,0,1,0,0,0,1,0,1,0,0,4
62178,complete,Entertainment,easypay_voucher,bryant.bollin@hotmail.com,1,8812,1910,5,369,19,0,0,1,0,0,1,1,0,0,0,3
62179,complete,Mobiles & Tablets,Easypay,grover.lafever@yahoo.com,1,36540.258,7030.142,14,203,5,0,1,0,0,0,1,0,0,1,0,0
62180,complete,Mobiles & Tablets,easypay_voucher,chang.spruell@earthlink.net,1,22531.224,3580.376,13,275,6,0,0,1,0,1,0,0,0,1,0,0
62181,complete,Entertainment,Payaxis,patria.brooke@hotmail.com,1,44815.338,10167.662,20,203,27,0,0,1,0,1,0,0,1,0,0,0
62182,complete,Mobiles & Tablets,Easypay,gil.martinson@msn.com,1,5749.5,1000,5,412,16,0,0,1,0,0,1,0,0,0,1,1
62183,complete,Entertainment,Payaxis,burt.haug@btinternet.com,1,6233.74,1472.66,4,375,18,0,0,1,0,0,1,1,0,0,0,1
62194,complete,Superstore,customercredit,ramiro.hassen@walmart.com,1,427.6,40,5,324,7,0,0,1,0,0,1,0,0,0,1,1
62204,complete,Kids & Baby,cod,love.robison@gmail.com,1,446.8,80,6,180,9,0,0,1,0,1,0,0,0,1,0,1
62206,complete,Mobiles & Tablets,Payaxis,aaron.rios@yahoo.co.in,1,950.56,287.64,2,411,31,0,0,1,0,0,1,0,0,1,0,1
62218,complete,Computing,Payaxis,annemarie.exley@exxonmobil.com,1,11122.56,3216.34,17,264,7,0,0,1,0,1,0,1,0,0,0,3
62227,complete,Beauty & Grooming,cod,percy.cavanagh@apple.com,1,441,49,1,418,16,0,0,0,1,0,1,0,1,0,0,1
62238,complete,Beauty & Grooming,cod,ellsworth.grise@yahoo.com,1,202.2,31.4,7,416,10,0,1,0,0,0,1,0,0,1,0,1
62239,complete,Appliances,easypay_voucher,suk.frerichs@charter.net,1,1577.245,228.755,5,367,14,0,1,0,0,1,0,0,0,0,1,1
62240,complete,Beauty & Grooming,Payaxis,theressa.hewes@gmail.com,1,11915.232,2845.008,46,216,4,0,0,0,1,1,0,0,1,0,0,3
62242,complete,Women's Fashion,Easypay,kellye.donnellan@hotmail.com,1,874.44,374.76,1,418,4,0,0,0,1,1,0,0,1,0,0,1
62255,complete,Men's Fashion,Easypay,dwain.corman@gmail.com,1,255.84,63.96,2,418,19,0,1,0,0,0,1,0,1,0,0,1
62259,complete,Women's Fashion,Payaxis,luigi.hassan@hotmail.com,1,1087.8,408,2,418,5,0,0,1,0,0,1,1,0,0,0,1
62292,complete,Beauty & Grooming,cod,belen.woolsey@hotmail.com,1,596,49,4,351,5,0,0,1,0,1,0,1,0,0,0,1
62301,complete,Home & Living,cod,esmeralda.james@gmail.com,1,2370.4,20,38,113,36,0,1,0,0,1,0,0,0,1,0,1
62302,complete,Mobiles & Tablets,Easypay,craig.phinney@gmail.com,1,6056.8,1052.5,8,352,11,0,0,1,0,0,1,0,0,1,0,1
62304,complete,Men's Fashion,cod,ashanti.brantner@yahoo.com,1,212.9,20,2,412,19,0,0,1,0,1,0,0,0,1,0,1
62312,complete,Women's Fashion,cod,calandra.catania@aol.com,1,229.95,25.55,1,417,22,0,1,0,0,1,0,1,0,0,0,1
62320,complete,Women's Fashion,Easypay,johnathan.close@gmail.com,1,3085.62,1009.08,9,108,8,0,1,0,0,0,1,0,1,0,0,1
62325,complete,Women's Fashion,cod,marisha.goto@gmail.com,1,88,4.5,2,417,11,0,0,0,1,1,0,0,0,1,0,1
62339,complete,Women's Fashion,cod,dominique.busse@yahoo.com,1,348.3,38.7,1,417,7,0,0,1,0,0,1,0,0,0,1,1
62343,complete,Women's Fashion,cod,olen.pierson@hotmail.com,1,85.05,9.45,1,417,13,0,0,0,1,0,1,1,0,0,0,1
62373,complete,Beauty & Grooming,cod,alix.archer@yahoo.com,1,348.3,13.7,4,414,25,0,1,0,0,1,0,1,0,0,0,1
62378,complete,Beauty & Grooming,cod,shalonda.hetrick@gmail.com,1,441,49,1,416,9,0,0,1,0,1,0,0,0,0,1,1
62383,complete,Mobiles & Tablets,Payaxis,zachary.bencomo@aol.com,1,231441.15,54333.85,136,107,13,0,0,1,0,0,1,0,0,1,0,5
62386,complete,Women's Fashion,cod,so.strader@hotmail.com,1,227.16,25.24,1,416,22,0,0,1,0,1,0,0,0,0,1,1
62388,complete,Women's Fashion,cod,paulette.lavelle@shell.com,1,350.414,38.936,2,416,8,0,0,0,1,1,0,1,0,0,0,1
62408,complete,Women's Fashion,cod,brian.menchaca@apple.com,1,348.3,38.7,1,416,6,0,0,1,0,1,0,0,0,1,0,1
62422,complete,Women's Fashion,cod,wallace.cohrs@microsoft.com,1,189,21,1,416,21,0,0,1,0,0,1,1,0,0,0,1
62470,complete,Beauty & Grooming,cod,lee.hickmon@gmail.com,1,583,50,2,415,17,0,1,0,0,0,1,1,0,0,0,1
62490,complete,Women's Fashion,cod,ma.balentine@exxonmobil.com,1,1511.201,49.999,9,258,11,0,0,1,0,1,0,0,1,0,0,1
62512,complete,Mobiles & Tablets,cod,cicely.judd@hotmail.co.uk,1,981.4,400,1,415,6,0,0,1,0,1,0,1,0,0,0,1
62519,complete,Women's Fashion,easypay_voucher,devon.issac@gmail.com,1,494,21,3,414,17,0,0,1,0,0,1,0,1,0,0,1
62523,complete,Entertainment,Payaxis,nicky.hassett@gmail.com,1,11697.6,3500,5,414,5,0,0,1,0,0,1,0,0,1,0,3
62525,complete,Mobiles & Tablets,Payaxis,jodie.carollo@exxonmobil.com,1,17836.47,6814.93,9,414,11,0,0,1,0,1,0,0,0,1,0,3
62531,complete,Mobiles & Tablets,Easypay,al.clower@aol.com,1,40314.678,8525.422,13,197,23,0,0,1,0,0,1,0,1,0,0,0
62533,complete,Entertainment,Payaxis,wendi.aubuchon@gmail.com,1,21541.55,4522.65,36,187,21,0,0,0,1,1,0,0,0,0,1,3
62545,complete,Mobiles & Tablets,Easypay,lula.skelly@bp.com,1,10550.79,3307.91,6,414,35,0,0,1,0,1,0,1,0,0,0,3
62548,complete,Mobiles & Tablets,easypay_voucher,casandra.paz@ntlworld.com,1,9932.92,3435.68,9,180,16,0,0,0,1,1,0,0,0,1,0,3
62549,complete,Mobiles & Tablets,Payaxis,refugio.earnhardt@hotmail.com,1,69327.831,19794.369,32,195,14,0,1,0,0,1,0,0,1,0,0,4
62550,complete,Mobiles & Tablets,Payaxis,coralie.sandidge@charter.net,1,53798.9,9989.5,51,103,14,0,0,1,0,1,0,0,0,0,1,4
62551,complete,Mobiles & Tablets,easypay_voucher,vance.dussault@microsoft.com,1,7153.8,2965.5,6,180,12,0,0,0,1,0,1,0,1,0,0,1
62560,complete,Mobiles & Tablets,easypay_voucher,kyung.ponton@charter.net,1,7153.8,2965.5,6,180,7,0,1,0,0,1,0,1,0,0,0,1
62561,complete,Women's Fashion,Easypay,altagracia.hosley@outlook.com,1,3251.485,1334.415,4,376,33,0,1,0,0,1,0,0,0,0,1,1
62568,complete,Entertainment,Payaxis,berry.groh@verizon.net,1,8068.3,1700,4,414,8,0,0,1,0,0,1,0,0,1,0,3
62571,complete,Mobiles & Tablets,Payaxis,dan.manzanares@exxonmobil.com,1,6457.8,1800,3,414,28,0,0,1,0,0,1,0,0,0,1,1
62576,complete,Computing,Easypay,jann.stewart@yahoo.com,1,87477.04,2575.91,25,206,8,0,0,1,0,1,0,0,0,1,0,4
62577,complete,Mobiles & Tablets,easypay_voucher,kenton.sumrall@yahoo.com,1,7153.8,2965.5,6,180,22,0,1,0,0,0,1,0,0,0,1,1
62578,complete,Mobiles & Tablets,Easypay_MA,christen.evans@gmail.com,1,54678.073,9209.927,36,108,5,0,0,1,0,1,0,1,0,0,0,4
62580,complete,Mobiles & Tablets,Payaxis,salvatore.snedeker@yahoo.com,1,16076.79,3999.91,6,414,28,0,1,0,0,0,1,0,0,0,1,3
62582,complete,Mobiles & Tablets,easypay_voucher,domitila.barcus@comcast.net,1,6182.25,2567.25,6,180,15,0,0,1,0,1,0,0,0,1,0,1
62583,complete,Superstore,Payaxis,joel.mccarville@ntlworld.com,1,7841.28,2458.02,9,112,13,0,0,1,0,0,1,0,0,1,0,3
62584,complete,Mobiles & Tablets,Payaxis,chuck.cort@shell.com,1,5216.2,1700,2,414,5,0,0,1,0,0,1,1,0,0,0,1
62587,complete,Appliances,Payaxis,cyrus.funk@gmail.com,1,8165.87,2905.73,13,304,5,0,0,1,0,0,1,0,0,0,1,3
62588,complete,Mobiles & Tablets,Payaxis,venita.maske@shell.com,1,5699.4,2400,3,414,14,0,0,0,1,1,0,0,0,0,1,1
62596,complete,Mobiles & Tablets,easypay_voucher,angelyn.devinney@gmail.com,1,4393.5,1971,3,180,4,0,0,1,0,1,0,0,1,0,0,1
62597,complete,Mobiles & Tablets,Payaxis,wendell.ostler@hotmail.com,1,24108.26758,10644.47542,26,227,5,0,0,0,1,0,1,1,0,0,0,0
62598,complete,Entertainment,Payaxis,collin.bemis@aol.com,1,7687.5,2080,5,414,23,0,1,0,0,0,1,1,0,0,0,3
62599,complete,Mobiles & Tablets,Easypay_MA,lavenia.stoneburner@hotmail.com,1,8598.5,2400,3,367,16,0,0,0,1,1,0,0,0,1,0,3
62604,complete,Computing,Payaxis,simon.rines@yahoo.com,1,3731.37,2027.73,3,414,5,0,1,0,0,0,1,0,0,1,0,1
62607,complete,Mobiles & Tablets,Easypay_MA,tiny.mcnett@hotmail.com,1,70313.389,11619.911,25,195,20,0,0,1,0,1,0,0,0,1,0,4
62612,complete,Mobiles & Tablets,Easypay,lorena.malkin@msn.com,1,6797.24,1846.16,4,208,33,0,0,1,0,1,0,0,0,1,0,1
62613,complete,Appliances,Payaxis,lesley.scroggs@gmail.com,1,1342.74,575.46,2,414,15,0,1,0,0,1,0,0,1,0,0,1
62618,complete,Mobiles & Tablets,easypay_voucher,kanisha.hetherington@hotmail.co.uk,1,23485.38,4280.62,20,187,8,0,0,1,0,1,0,0,0,1,0,0
62622,complete,Mobiles & Tablets,Easypay,chet.tullis@cox.net,1,5160.4,2940,2,370,9,0,0,1,0,0,1,0,0,0,1,1
62625,complete,Mobiles & Tablets,Payaxis,waldo.wilford@gmail.com,1,3399.8,1000,1,414,24,0,0,1,0,0,1,1,0,0,0,1
62627,complete,Mobiles & Tablets,Payaxis,franchesca.corchado@walmart.com,1,3177.5,945,2,390,20,0,0,1,0,1,0,1,0,0,0,1
62628,complete,Mobiles & Tablets,Payaxis,homer.callaghan@shell.com,1,2500,2500,1,414,7,0,1,0,0,0,1,1,0,0,0,1
62629,complete,Mobiles & Tablets,Payaxis,shera.celestin@gmail.com,1,1300.47,771.63,1,414,4,0,1,0,0,1,0,0,0,1,0,1
62631,complete,Mobiles & Tablets,Payaxis,marcus.doud@yahoo.com,1,3157.8,1100,1,414,14,0,1,0,0,0,1,0,0,1,0,1
62632,complete,Mobiles & Tablets,Payaxis,britt.fagundes@gmail.com,1,5497.8,1600,2,414,30,0,0,1,0,0,1,0,0,1,0,1
62634,complete,Entertainment,Payaxis,mayola.kriner@gmail.com,1,3333,1500,1,414,23,0,1,0,0,1,0,0,0,0,1,1
62635,complete,Mobiles & Tablets,Payaxis,michal.alanis@sbcglobal.net,1,24366.956,5194.344,15,198,6,0,1,0,0,0,1,0,1,0,0,0
62638,complete,Mobiles & Tablets,Payaxis,yuri.catalan@sbcglobal.net,1,3345.4,1000,1,414,13,0,0,0,1,1,0,1,0,0,0,1
62639,complete,Computing,Payaxis,sherlene.rozell@gmail.com,1,3148.2,1777.8,2,414,6,0,0,1,0,1,0,1,0,0,0,1
62640,complete,Mobiles & Tablets,Payaxis,li.coronel@gmail.com,1,3069.5,2600.5,2,369,33,0,0,0,1,1,0,0,1,0,0,1
62642,complete,Mobiles & Tablets,Payaxis,sheilah.preciado@gmail.com,1,2600.94,1543.26,2,414,4,0,1,0,0,1,0,1,0,0,0,1
62643,complete,Mobiles & Tablets,Payaxis,talitha.loch@bellsouth.net,1,3345.4,1000,1,414,16,0,0,1,0,1,0,0,1,0,0,1
62648,complete,Mobiles & Tablets,Payaxis,tonya.cordell@bellsouth.net,1,19536.6,6140,10,245,4,0,0,1,0,1,0,0,0,1,0,3
62650,complete,Computing,Payaxis,lory.rosenfeld@earthlink.net,1,4799.2,3600,4,414,38,0,1,0,0,1,0,1,0,0,0,1
62655,complete,Entertainment,Payaxis,kenneth.cypert@gmail.com,1,8960.9,2100,7,208,21,0,0,1,0,0,1,0,0,0,1,3
62656,complete,Mobiles & Tablets,Payaxis,iola.cusack@cox.net,1,20114.726,5118.174,17,197,4,0,1,0,0,1,0,0,0,1,0,3
62660,complete,Mobiles & Tablets,Payaxis,mack.ruble@gmail.com,1,21159.07,8821.83,10,414,7,0,0,1,0,0,1,0,0,1,0,0
62663,complete,Mobiles & Tablets,Payaxis,janie.yeldell@gmail.com,1,9601.6,3900,8,414,21,0,1,0,0,1,0,0,0,1,0,3
62664,complete,Mobiles & Tablets,Payaxis,dedra.oehler@gmail.com,1,55755.66,13689.64,25,106,11,0,0,1,0,1,0,1,0,0,0,4
62665,complete,Mobiles & Tablets,Payaxis,quincy.paulk@earthlink.net,1,2880,900,1,414,9,0,0,1,0,0,1,0,1,0,0,1
62666,complete,Mobiles & Tablets,Payaxis,alline.pan@gmail.com,1,17449.176,3186.924,32,173,32,0,0,1,0,1,0,0,0,0,1,3
62667,complete,Mobiles & Tablets,Payaxis,andy.drew@walmart.com,1,6356.7,2613,7,187,7,0,0,1,0,0,1,1,0,0,0,1
62668,complete,Mobiles & Tablets,Payaxis,jarred.spiva@hotmail.com,1,11248.945,4443.055,5,370,6,0,0,1,0,0,1,0,0,1,0,3
62669,complete,Entertainment,Payaxis,lyman.boehme@hotmail.com,1,1008,432,2,414,32,0,0,0,1,0,1,0,0,0,1,1
62670,complete,Mobiles & Tablets,Payaxis,laurence.jay@gmail.com,1,5243.7,2136,9,197,5,0,0,1,0,1,0,0,0,1,0,1
62673,complete,Entertainment,Payaxis,ned.remaley@gmail.com,1,5334,2000,2,414,9,0,1,0,0,0,1,0,0,1,0,1
62680,complete,Entertainment,Payaxis,oliver.gerth@gmail.com,1,2760,1000,1,414,6,0,0,0,1,0,1,0,1,0,0,1
62685,complete,Entertainment,Payaxis,edwin.cain@gmail.com,1,2760,1000,1,414,20,0,1,0,0,0,1,0,0,1,0,1
62687,complete,Mobiles & Tablets,Payaxis,dana.mejia@yahoo.com,1,5400,3300,3,413,31,0,0,0,1,0,1,0,0,1,0,1
62689,complete,Entertainment,Payaxis,andres.barnhart@cox.net,1,14706.6,4442.4,9,282,9,0,0,1,0,0,1,0,0,1,0,3
62693,complete,Entertainment,Payaxis,valentine.harmon@msn.com,1,2760,1000,1,414,11,0,0,1,0,0,1,0,0,1,0,1
62696,complete,Superstore,Payaxis,rachal.weimer@verizon.net,1,32648.36459,12178.24541,164,180,19,0,0,1,0,1,0,0,0,1,0,0
62700,complete,Entertainment,Easypay,lyle.plouffe@hotmail.com,1,7885.59,4388.91,4,404,13,0,1,0,0,0,1,0,1,0,0,3
62702,complete,Mobiles & Tablets,Payaxis,joane.mcleod@hotmail.com,1,4011.4,1200,1,414,9,0,0,1,0,1,0,0,0,0,1,1
62707,complete,Mobiles & Tablets,Payaxis,corinne.cline@yahoo.com,1,3074.436,1658.904,3,376,10,0,0,1,0,1,0,1,0,0,0,1
62710,complete,Mobiles & Tablets,Payaxis,elois.juergens@gmail.com,1,7639.652,2656.848,7,194,6,0,0,1,0,1,0,0,0,0,1,3
62711,complete,Mobiles & Tablets,Payaxis,lashawna.tollett@charter.net,1,5862.7,1550,6,134,6,0,0,1,0,1,0,0,0,0,1,1
62716,complete,Entertainment,Easypay,kirby.danley@gmail.com,1,14576.7,1800,13,280,18,0,0,1,0,0,1,1,0,0,0,3
62717,complete,Mobiles & Tablets,Payaxis,jimmie.mcdougal@charter.net,1,5099.4,3000,2,414,26,0,1,0,0,0,1,0,0,1,0,1
62723,complete,Mobiles & Tablets,Payaxis,britta.silvester@aol.com,1,8953.59996,4200.00004,6,414,8,0,0,1,0,1,0,0,1,0,0,3
62727,complete,Superstore,Easypay_MA,ozie.asaro@gmail.com,1,1900.726,627.874,19,375,17,0,0,0,1,1,0,0,0,1,0,1
62729,complete,Mobiles & Tablets,Payaxis,noe.kuntz@yahoo.com,1,7350,2100,3,414,18,0,0,1,0,0,1,0,0,1,0,1
62735,complete,Computing,Payaxis,alyse.glickman@bellsouth.net,1,12423.095,5458.605,37,305,9,0,0,1,0,1,0,1,0,0,0,3
62736,complete,Mobiles & Tablets,Payaxis,elenor.purdue@gmail.com,1,18147.1,5000,10,131,22,0,0,1,0,1,0,0,0,0,1,3
62737,complete,Men's Fashion,Easypay,paulene.noonkester@yahoo.co.uk,1,12245.38,2885.82,8,260,11,0,1,0,0,1,0,0,0,0,1,3
62738,complete,Mobiles & Tablets,Payaxis,marge.verret@aol.com,1,7971.1,5253.4,4,414,8,0,1,0,0,1,0,1,0,0,0,3
62739,complete,Mobiles & Tablets,Payaxis,nelle.elsberry@gmail.com,1,90023.065,16133.635,87,96,7,0,0,1,0,1,0,0,0,1,0,4
62741,complete,Entertainment,Payaxis,damon.shiner@yahoo.com,1,10586.78,2259.62,14,374,16,0,0,1,0,0,1,0,0,1,0,3
62742,complete,Computing,Payaxis,tisha.henkle@hotmail.com,1,2015.37,863.73,3,414,11,0,0,1,0,1,0,0,0,1,0,1
62746,complete,Computing,Payaxis,debbi.ackermann@yahoo.co.uk,1,5424.41,2050.09,13,294,11,0,0,0,1,1,0,0,0,0,1,1
62747,complete,Appliances,Payaxis,hank.liu@yahoo.com,1,36829.867,9214.933,42,145,4,0,0,1,0,0,1,0,0,1,0,0
62748,complete,Mobiles & Tablets,Payaxis,shira.gulick@rediffmail.com,1,61966.91,14144.59,59,195,28,0,0,1,0,1,0,0,1,0,0,4
62749,complete,Mobiles & Tablets,Payaxis,jefferey.anker@gmail.com,1,55932.392,10257.008,25,201,11,0,0,0,1,0,1,1,0,0,0,4
62750,complete,Mobiles & Tablets,Payaxis,rosann.angulo@gmail.com,1,12017.168,3403.632,7,197,7,0,0,0,1,1,0,0,0,1,0,3
62752,complete,Entertainment,Payaxis,sophia.alverson@gmail.com,1,2589.15,725.25,3,414,13,0,0,1,0,1,0,0,0,0,1,1
62754,complete,Entertainment,Payaxis,selma.rolfes@gmail.com,1,7896.9,1720,9,387,11,0,0,1,0,1,0,0,0,1,0,3
