cust_id,status,E Mail,respond_to_discount,total_spent,total_discount_received,no_of_transactions,days_till_last_interaction,years_of_stay,age_binned_Children,age_binned_Younger_Age,age_binned_Middle_Age,age_binned_Old_age,Gender_F,Gender_M,Region_Midwest,Region_Northeast,Region_South,Region_West,cluster
62958,complete,reinaldo.nuttall@gmail.com,1,7580.6,1640,16,367,4,0,0,1,0,0,1,0,1,0,0,1
62959,complete,dennis.nees@yahoo.ca,1,8071.4,1500,5,407,21,0,1,0,0,0,1,0,0,0,1,3
62960,complete,anderson.creighton@hotmail.com,1,3999.6,1600,2,414,5,0,0,0,1,0,1,0,1,0,0,1
62963,complete,buck.lamay@aol.com,1,1819.808,557.252,5,367,19,0,0,1,0,0,1,0,0,1,0,1
62965,complete,johnie.guernsey@gmail.com,1,34505.72,7495.98,19,107,6,0,0,1,0,1,0,0,0,1,0,0
62966,complete,faustino.pon@gmail.com,1,630,270,2,414,16,0,0,1,0,0,1,0,0,1,0,1
62967,complete,stasia.bash@aol.com,1,2105.7,500,1,414,10,0,0,1,0,1,0,0,0,0,1,1
62968,complete,michiko.fitch@gmail.com,1,2867,800,1,414,7,0,0,1,0,1,0,0,0,1,0,1
62969,complete,grant.see@shell.com,1,54949.49,11132.51,45,363,18,0,0,0,1,0,1,0,0,0,1,4
62972,complete,blake.scannell@aol.com,1,1193.79,725.91,1,414,10,0,1,0,0,0,1,0,0,1,0,1
62976,complete,jordan.badgley@gmail.com,1,1310.29,350.01,7,414,29,0,0,1,0,0,1,0,0,1,0,1
62978,complete,phillip.fava@hotmail.com,1,4157.89,1140.81,5,376,33,0,0,0,1,0,1,0,1,0,0,1
62979,complete,nadine.escalera@aol.com,1,2899.6,1500,2,383,6,0,1,0,0,1,0,1,0,0,0,1
62980,complete,stefanie.aho@ntlworld.com,1,74644.389,10522.911,37,201,7,0,0,1,0,1,0,0,1,0,0,4
62981,complete,merideth.oswald@bellsouth.net,1,6992.8,1420,6,369,29,0,0,1,0,1,0,1,0,0,0,1
62982,complete,nakisha.sisler@verizon.net,1,6666,3000,2,414,8,0,0,0,1,1,0,0,0,1,0,1
62984,complete,tasha.magness@yahoo.com,1,1899.8,800,1,414,17,0,1,0,0,1,0,0,0,0,1,1
62985,complete,charise.sansom@rediffmail.com,1,1999.8,800,1,414,4,0,0,1,0,1,0,1,0,0,0,1
62986,complete,simon.deck@yahoo.com,1,2131,900,1,414,7,0,0,1,0,0,1,1,0,0,0,1
62987,complete,porter.dubose@verizon.net,1,3055.09998,700.00002,7,307,11,0,0,1,0,0,1,1,0,0,0,1
62988,complete,jerilyn.domenech@outlook.com,1,3345.4,1000,1,414,6,0,0,0,1,1,0,1,0,0,0,1
62989,complete,harley.breaux@gmail.com,1,8013.08,2755.82,5,414,15,0,0,1,0,0,1,0,0,1,0,3
62991,complete,wilton.grau@gmail.com,1,6199.6,1800,2,414,6,0,0,1,0,0,1,1,0,0,0,1
62992,complete,wilmer.glines@gmail.com,1,2869.9,450,1,414,14,0,1,0,0,0,1,0,0,1,0,1
62993,complete,barrett.durbin@yahoo.com,1,4331.2,1280,4,382,18,0,0,0,1,0,1,0,0,0,1,1
62994,complete,louisa.cedeno@gmail.com,1,4289.79,2409.91,2,414,9,0,0,1,0,1,0,1,0,0,0,1
62997,complete,genny.lawhorn@yahoo.com,1,330.75,141.75,1,414,23,0,1,0,0,1,0,0,0,1,0,1
63001,complete,delbert.peet@ntlworld.com,1,4775,850,2,414,9,0,0,0,1,0,1,0,0,1,0,1
63004,complete,adalberto.shavers@gmail.com,1,126,14,1,414,15,0,0,0,1,0,1,0,0,0,1,1
63005,complete,onita.bublitz@shaw.ca,1,1772.7,400,1,414,7,0,0,1,0,1,0,0,0,1,0,1
63006,complete,anissa.pucci@charter.net,1,12751.342,2346.558,7,194,5,0,0,1,0,1,0,0,0,1,0,3
63008,complete,shanna.prater@msn.com,1,175.23,19.47,1,414,7,0,1,0,0,1,0,0,0,1,0,1
63013,complete,arielle.carlberg@gmail.com,1,20289.381,5365.319,91,273,7,0,1,0,0,1,0,0,0,0,1,3
63015,complete,stefanie.etienne@apple.com,1,1196.58,512.82,3,414,4,0,0,1,0,1,0,0,0,1,0,1
63018,complete,suzy.roepke@gmail.com,1,9813.355,1979.945,5,258,4,0,0,1,0,1,0,0,0,1,0,3
63020,complete,ehtel.morabito@yahoo.com,1,1739.79,959.91,1,414,5,0,1,0,0,1,0,1,0,0,0,1
63026,complete,sandie.forbis@aol.com,1,7738.75,1741.75,4,414,11,0,0,1,0,1,0,0,0,0,1,3
63033,complete,dick.gilkes@hotmail.co.uk,1,8811.9,1920,3,376,8,0,0,0,1,0,1,0,0,0,1,3
63035,complete,nicholas.haskin@msn.com,1,12028.084,2820.086,32,173,13,0,0,1,0,0,1,1,0,0,0,3
63036,complete,sherley.fenner@yahoo.ca,1,9698,1462,10,375,19,0,1,0,0,1,0,1,0,0,0,3
63039,complete,cami.deck@aol.com,1,2105.7,500,1,414,25,0,0,0,1,1,0,0,0,1,0,1
63041,complete,damion.burrier@hotmail.com,1,3186,1809,12,367,9,0,0,0,1,0,1,0,0,1,0,1
63042,complete,gale.jaquez@microsoft.com,1,11856.399,3108.101,5,203,5,0,0,1,0,0,1,0,0,1,0,3
63045,complete,timothy.sthilaire@gmail.com,1,12235.86,2478.54,9,369,29,0,0,1,0,0,1,0,1,0,0,3
63048,complete,clorinda.bradburn@shaw.ca,1,94.5,10.5,1,414,10,0,0,1,0,1,0,1,0,0,0,1
63052,complete,grover.rood@aol.com,1,3477.18,1490.22,5,414,18,0,0,1,0,0,1,0,1,0,0,1
63055,complete,dudley.kindel@ntlworld.com,1,1673.2,600,1,414,9,0,0,1,0,0,1,0,1,0,0,1
63061,complete,glory.hohn@gmail.com,1,85.41,9.49,1,414,29,0,0,1,0,1,0,0,0,1,0,1
63067,complete,gregory.paquette@aol.com,1,9712.3,2350,6,209,36,0,1,0,0,0,1,1,0,0,0,3
63068,complete,bruno.delvecchio@hotmail.com,1,1571.9,651.1,6,394,9,0,0,0,1,0,1,0,0,1,0,1
63070,complete,delena.turcios@ibm.com,1,2400,1600,1,414,14,0,0,0,1,1,0,0,0,1,0,1
63072,complete,laquita.alexander@aol.com,1,2872.1889,1230.9381,4,414,4,0,0,1,0,1,0,0,0,1,0,1
63073,complete,berenice.durr@yahoo.com,1,1889.79,809.91,1,414,19,0,0,1,0,1,0,1,0,0,0,1
63074,complete,andrew.lindenberg@gmail.com,1,33368.23753,10224.82247,105,108,5,0,0,1,0,0,1,0,0,0,1,0
63077,complete,dorathy.prochaska@cox.net,1,2687.58,1151.82,2,414,5,0,0,1,0,1,0,1,0,0,0,1
63078,complete,keenan.hoss@hotmail.com,1,10935.2,900,5,414,5,0,0,0,1,0,1,0,0,0,1,3
63083,complete,vickey.walters@shell.com,1,5574.66,2389.14,5,414,8,0,1,0,0,1,0,0,0,1,0,1
63084,complete,wade.parrish@bellsouth.net,1,8179.7,2437,8,374,10,0,0,1,0,0,1,1,0,0,0,3
63086,complete,tatum.klock@gmail.com,1,7728.91,1951.59,4,414,6,0,1,0,0,1,0,0,0,1,0,3
63093,complete,tod.wigginton@gmail.com,1,5231.72,1925.28,6,414,6,0,1,0,0,0,1,0,0,1,0,1
63096,complete,hanh.kennerson@gmail.com,1,2412.5,400,1,414,8,0,0,0,1,1,0,0,0,1,0,1
63099,complete,marlin.kovar@gmail.com,1,579,216,2,413,19,0,0,1,0,1,0,0,1,0,0,1
63105,complete,lavelle.giesen@ntlworld.com,1,3776.22,1618.38,4,414,5,0,0,1,0,1,0,0,0,1,0,1
63110,complete,chong.chichester@gmail.com,1,8753,3000,5,414,12,0,0,1,0,1,0,0,0,1,0,3
63113,complete,ula.mcbryde@shell.com,1,1264.5,300,1,414,17,0,1,0,0,1,0,1,0,0,0,1
63125,complete,tami.campagna@gmail.com,1,3779.58,1619.82,2,414,11,0,0,0,1,1,0,0,0,0,1,1
63128,complete,kristy.voll@comcast.net,1,1956.78,838.62,2,414,26,0,1,0,0,1,0,0,0,1,0,1
63130,complete,dwana.girton@yahoo.co.in,1,7044.1,2400,20,414,17,0,1,0,0,1,0,0,0,1,0,1
63132,complete,brandon.denniston@hotmail.com,1,2152.6,600,1,414,5,0,1,0,0,0,1,0,0,1,0,1
63133,complete,cary.motyka@aol.com,1,6241.29,2745.91,4,398,4,0,1,0,0,0,1,0,0,1,0,1
63142,complete,tonita.estes@hotmail.com,1,2100,900,1,414,8,0,1,0,0,1,0,0,0,0,1,1
63143,complete,terica.christenson@hotmail.com,1,4905.7,2250,6,414,5,0,1,0,0,1,0,0,0,0,1,1
63146,complete,santos.hubbs@yahoo.com,1,3117.6,800,1,414,27,0,0,0,1,0,1,0,0,0,1,1
63147,complete,joseph.ruble@yahoo.com,1,2158.8,800,1,414,21,0,0,1,0,1,0,0,0,0,1,1
63148,complete,louie.mcafee@shaw.ca,1,1427.79,611.91,1,414,4,0,0,1,0,0,1,0,0,1,0,1
63150,complete,rubin.gaiter@msn.com,1,5209.89,2232.81,3,414,31,0,0,0,1,0,1,1,0,0,0,1
63151,complete,larissa.bickham@shaw.ca,1,5955,2100,3,414,11,0,0,0,1,1,0,1,0,0,0,1
63154,complete,kourtney.higgin@sbcglobal.net,1,2158.8,800,1,414,6,0,1,0,0,1,0,1,0,0,0,1
63157,complete,kecia.yuhas@hotmail.com,1,4199.6,1200,2,414,4,0,0,0,1,1,0,1,0,0,0,1
63159,complete,micheal.seales@gmail.com,1,3616.4,600,2,414,24,0,0,1,0,0,1,0,0,0,1,1
63164,complete,takisha.minor@outlook.com,1,5424.6,900,3,414,7,0,0,1,0,1,0,0,0,1,0,1
63165,complete,davis.wehner@yahoo.com,1,27112.17,6624.83,18,195,27,0,0,1,0,0,1,0,0,1,0,0
63166,complete,nam.mccallister@aol.com,1,3850.47,2221.63,2,414,5,0,0,1,0,1,0,0,0,0,1,1
63167,complete,shaina.hallmark@gmail.com,1,2577.898,665.002,6,192,4,0,1,0,0,1,0,1,0,0,0,1
63169,complete,graig.tankersley@yahoo.com,1,2158.8,800,1,414,17,0,1,0,0,0,1,1,0,0,0,1
63174,complete,eric.volpe@hotmail.com,1,1469.79,629.91,1,414,5,0,1,0,0,0,1,0,0,1,0,1
63175,complete,soila.pettiford@comcast.net,1,11484.2,1000,8,372,9,0,1,0,0,1,0,0,0,0,1,3
63176,complete,louis.gasper@apple.com,1,8399.2,2400,4,414,36,0,0,1,0,1,0,0,0,1,0,3
63178,complete,joseph.tocco@ibm.com,1,39371.677,7237.323,25,203,6,0,0,1,0,1,0,1,0,0,0,0
63179,complete,joan.prada@gmail.com,1,2855.93,1012.17,8,285,13,0,0,1,0,0,1,0,1,0,0,1
63180,complete,virgen.hutchcraft@bp.com,1,2158.8,800,1,414,5,0,0,0,1,1,0,0,0,1,0,1
63181,complete,priscila.cowen@hotmail.com,1,2099.8,600,2,414,6,0,0,1,0,1,0,0,1,0,0,1
63182,complete,clemente.zellmer@yahoo.com,1,3782.4,1200,4,414,22,0,0,0,1,0,1,0,1,0,0,1
63185,complete,hipolito.plasencia@walmart.com,1,18802.722,3929.078,6,203,11,0,0,1,0,0,1,0,0,1,0,3
63194,complete,antionette.lupien@yahoo.co.uk,1,2389.885,429.015,3,405,9,0,0,1,0,1,0,0,0,1,0,1
63195,complete,mendy.wamsley@gmail.com,1,3317.7,1800,2,414,26,0,0,1,0,1,0,1,0,0,0,1
63198,complete,brent.ochs@bellsouth.net,1,98928.882,14243.768,40,206,6,0,0,1,0,0,1,1,0,0,0,2
63205,complete,franklyn.fiorini@outlook.com,1,388.08,166.32,2,414,12,0,0,0,1,0,1,0,0,0,1,1
63207,complete,kiana.duchesne@gmail.com,1,2320,600,1,414,28,0,0,1,0,1,0,1,0,0,0,1
63211,complete,jerrold.coronado@shell.com,1,1469.79,629.91,1,414,5,0,0,1,0,0,1,0,0,1,0,1
63212,complete,erick.janik@outlook.com,1,93995.663,14351.26,93,106,13,0,1,0,0,0,1,0,1,0,0,4
63213,complete,joie.apodaca@gmail.com,1,6599.4,1800,3,414,10,0,0,1,0,1,0,0,0,0,1,1
63215,complete,pennie.haden@aol.com,1,5313.6,1800,3,414,18,0,0,0,1,1,0,0,0,0,1,1
63220,complete,elvin.teague@hotmail.com,1,77550.675,15085.375,49,208,15,0,0,0,1,0,1,0,0,1,0,4
63222,complete,carole.delaughter@yahoo.com,1,2918.58,1250.82,2,414,10,0,0,1,0,1,0,1,0,0,0,1
63231,complete,theodore.mumford@rediffmail.com,1,3874.47,2160.63,2,414,26,0,0,0,1,0,1,0,0,0,1,1
63234,complete,von.carolan@gmail.com,1,661.5,283.5,1,414,24,0,0,1,0,0,1,0,1,0,0,1
63238,complete,misty.mendel@gmail.com,1,1311,300,1,414,10,0,0,1,0,1,0,0,0,1,0,1
63242,complete,hilton.delee@btinternet.com,1,10197.99,2487.81,5,374,4,0,0,1,0,0,1,0,1,0,0,3
63244,complete,adriana.boots@hotmail.com,1,1311,300,1,414,27,0,0,1,0,1,0,0,1,0,0,1
63251,complete,lennie.ridder@btinternet.com,1,132967.098,24943.702,54,106,24,0,0,0,1,1,0,0,0,0,1,2
63294,complete,jeffery.gipe@walmart.com,1,114.4,10.5,2,414,8,0,0,1,0,0,1,0,0,1,0,1
63295,complete,cornelius.buzzard@yahoo.com,1,1411,200,1,414,12,0,0,1,0,0,1,0,1,0,0,1
63296,complete,gregg.lindeman@shaw.ca,1,93.41,7.99,2,414,12,0,0,0,1,0,1,1,0,0,0,1
63299,complete,tesha.soliz@gmail.com,1,20102.055,2900.245,7,281,31,0,0,1,0,1,0,0,1,0,0,3
63305,complete,randall.hibner@gmail.com,1,1311,300,1,414,24,0,0,0,1,0,1,0,0,0,1,1
63322,complete,jacquelyne.whittington@walmart.com,1,20338.03,4155.77,88,299,9,0,0,1,0,1,0,1,0,0,0,3
63323,complete,carey.truelove@shell.com,1,768.1,120,7,391,19,0,1,0,0,0,1,0,1,0,0,1
63337,complete,nikia.trimm@comcast.net,1,18598.7,2650,4,369,20,0,0,0,1,1,0,0,0,0,1,3
63340,complete,jefferson.hartzog@aol.com,1,2228.485,342.615,14,367,5,0,1,0,0,0,1,0,0,0,1,1
63341,complete,lindsey.brass@hotmail.com,1,161.1,17.9,1,414,5,0,1,0,0,0,1,0,0,1,0,1
63343,complete,lester.reddin@bp.com,1,2194.4,31,18,397,30,0,0,0,1,0,1,0,0,1,0,1
63354,complete,rueben.pierson@yahoo.co.in,1,537.5,40,12,404,5,0,0,1,0,0,1,0,1,0,0,1
63359,complete,marisa.mcfaddin@earthlink.net,1,216,54,2,376,9,0,1,0,0,1,0,0,0,1,0,1
63364,complete,man.rosso@gmail.com,1,859.9,100,1,413,5,0,0,1,0,0,1,0,0,1,0,1
63366,complete,jestine.banister@walmart.com,1,859.9,100,1,413,10,0,0,1,0,1,0,1,0,0,0,1
63367,complete,wm.allshouse@hotmail.co.uk,1,859.9,100,1,413,11,0,0,1,0,0,1,0,0,1,0,1
63368,complete,emmett.philbrook@ibm.com,1,859.9,100,1,413,10,0,0,0,1,0,1,0,1,0,0,1
63385,complete,lorelei.kivett@earthlink.net,1,23431.885,289.215,68,373,8,0,0,1,0,1,0,1,0,0,0,0
63411,complete,bertram.putt@outlook.com,1,2288.8,650,4,376,5,0,1,0,0,0,1,1,0,0,0,1
63448,complete,rosario.shah@hotmail.com,1,797.285,15.315,14,128,17,0,1,0,0,0,1,1,0,0,0,1
63455,complete,lavona.hibbard@hotmail.com,1,11202.395,2511.205,18,301,4,0,0,1,0,1,0,1,0,0,0,3
63458,complete,cletus.minks@hotmail.com,1,1279.4,200,1,412,37,0,0,0,1,0,1,0,0,1,0,1
63465,complete,donnetta.kaufman@gmail.com,1,1633.5,200,1,412,23,0,0,1,0,1,0,1,0,0,0,1
63467,complete,layne.mayhall@charter.net,1,4481.7,400,7,260,6,0,0,1,0,1,0,0,0,0,1,1
63476,complete,elinore.hammers@hotmail.com,1,918.34,162.06,1,412,11,0,0,1,0,1,0,1,0,0,0,1
63484,complete,maribeth.swarthout@yahoo.co.in,1,3713.8,600,3,398,10,0,0,1,0,1,0,0,1,0,0,1
63491,complete,charley.conkle@btinternet.com,1,152.745,26.955,2,412,15,0,0,0,1,0,1,0,0,0,1,1
63495,complete,yasuko.panella@earthlink.net,1,22276.24,1803.06,17,382,16,0,0,1,0,1,0,0,0,0,1,0
63499,complete,darell.rossetti@microsoft.com,1,760.66,138.64,10,210,8,0,0,0,1,0,1,0,0,1,0,1
63501,complete,floyd.weiner@gmail.com,1,237.7,150,3,399,17,0,0,0,1,0,1,0,1,0,0,1
63503,complete,chauncey.cozart@charter.net,1,2924,201,4,375,9,0,0,1,0,0,1,1,0,0,0,1
63504,complete,delmy.leavens@gmail.com,1,1490,200,1,412,11,0,0,1,0,1,0,1,0,0,0,1
63510,complete,norberto.erazo@ibm.com,1,503.16,95.84,5,107,14,0,1,0,0,0,1,0,1,0,0,1
63517,complete,ollie.gregor@comcast.net,1,9199.2,1600,8,405,4,0,0,1,0,0,1,0,1,0,0,3
63521,complete,yuonne.buckelew@gmail.com,1,1819.9,200,2,356,21,0,0,1,0,1,0,0,1,0,0,1
63523,complete,edmond.turpin@gmail.com,1,8003.125,760.875,8,382,15,0,0,0,1,0,1,0,0,1,0,3
63537,complete,gilbert.luff@yahoo.com,1,180,45,1,411,5,0,0,1,0,0,1,0,0,1,0,1
63539,complete,weldon.warnke@shaw.ca,1,6618.84,1122.56,17,376,7,0,0,1,0,0,1,0,1,0,0,1
63553,complete,katheleen.labarre@gmail.com,1,1914.72,478.68,3,411,18,0,0,1,0,1,0,1,0,0,0,1
63560,complete,susannah.kincaid@gmail.com,1,752.1,60,6,369,4,0,0,0,1,1,0,1,0,0,0,1
63564,complete,lolita.zhu@yahoo.com,1,13278.64,261.56,12,256,21,0,1,0,0,1,0,0,0,1,0,3
63579,complete,lonnie.leeman@msn.com,1,3790.2,850.8,6,411,10,0,0,1,0,0,1,0,0,0,1,1
63584,complete,dana.haire@btinternet.com,1,1541.76,385.44,4,411,4,0,0,0,1,0,1,0,1,0,0,1
63588,complete,levi.hires@btinternet.com,1,9610.68501,1199.21499,62,117,21,0,0,1,0,0,1,0,0,1,0,3
63596,complete,manuel.lamotte@aol.com,1,648.64,162.16,2,404,4,0,0,0,1,0,1,0,0,1,0,1
63603,complete,bertie.toller@gmail.com,1,2650.8,579.2,4,411,9,0,0,1,0,1,0,0,0,0,1,1
63612,complete,allen.zuckerman@aol.com,1,1558.8,379.2,2,411,22,0,0,1,0,0,1,1,0,0,0,1
63632,complete,tierra.youngquist@yahoo.com,1,2461.8,60,6,404,6,0,0,1,0,1,0,0,0,1,0,1
63643,complete,yael.delavega@yahoo.co.in,1,9304.37,1097.53,9,369,13,0,0,1,0,1,0,1,0,0,0,3
63702,complete,vincent.husband@gmail.com,1,2168.9,521,4,369,8,0,1,0,0,0,1,0,1,0,0,1
63730,complete,alaina.hallum@walmart.com,1,348.3,40,5,400,9,0,0,1,0,1,0,0,0,1,0,1
63783,complete,karisa.mccaskill@gmail.com,1,4994.62,707.18,10,301,5,0,0,1,0,1,0,0,1,0,0,1
63825,complete,gabriel.fontes@gmail.com,1,79.9,120,2,399,4,0,1,0,0,0,1,0,1,0,0,1
63851,complete,tiffany.petit@gmail.com,1,134.4,100,2,399,20,0,0,0,1,1,0,0,0,1,0,1
64168,complete,rodger.kittleson@hotmail.com,1,5142,2100,2,293,8,0,0,1,0,0,1,0,0,1,0,1
64291,complete,dalton.luter@yahoo.co.uk,1,778.801,19.999,11,342,10,0,0,1,0,0,1,1,0,0,0,1
64370,complete,melva.mulholland@aol.com,1,18354.761,3067.139,13,279,15,0,0,1,0,1,0,0,0,0,1,3
64371,complete,gabriel.sheppard@aol.com,1,14489.62,2079.88,11,281,6,0,0,1,0,0,1,0,0,1,0,3
64391,complete,chi.rosario@gmail.com,1,154.4,100,3,397,27,0,1,0,0,0,1,0,0,0,1,1
64425,complete,antwan.brinegar@aol.com,1,1351.5,238.5,3,405,4,0,0,0,1,0,1,0,0,1,0,1
64458,complete,roosevelt.spengler@gmail.com,1,40824.9,7587.4,15,372,4,0,0,1,0,0,1,0,0,1,0,0
64471,complete,phung.sinegal@bellsouth.net,1,5433.2,958.8,5,405,8,0,0,1,0,1,0,0,0,1,0,1
64474,complete,lera.siegle@gmail.com,1,14673.38,3233.82,8,371,18,0,0,1,0,1,0,0,0,1,0,3
64478,complete,myong.yoho@bellsouth.net,1,33119.916,5954.484,28,208,18,0,0,0,1,1,0,0,0,1,0,0
64489,complete,ludie.caceres@gmail.com,1,7829.925,639.475,6,371,15,0,0,0,1,1,0,0,0,0,1,3
64490,complete,judie.monty@gmail.com,1,39921.71,6768.09,45,257,17,0,0,0,1,1,0,0,0,1,0,0
64503,complete,germaine.romero@gmail.com,1,1337.715,189.085,21,355,40,0,1,0,0,1,0,0,0,1,0,1
64505,complete,esther.rockwood@ntlworld.com,1,9546.02,1281.48,8,383,18,0,0,1,0,1,0,1,0,0,0,3
64523,complete,wendy.konrad@gmail.com,1,55828.01898,11274.38102,55,208,4,0,0,1,0,1,0,0,1,0,0,4
64532,complete,ludivina.stern@yahoo.ca,1,2204.57,325.53,4,355,15,0,0,1,0,1,0,0,0,1,0,1
64534,complete,irwin.cuthbertson@shell.com,1,20487.62,3225.18,12,278,7,0,0,1,0,0,1,0,0,1,0,3
64537,complete,austin.dall@verizon.net,1,19781.94,2591.66,41,227,5,0,0,1,0,0,1,1,0,0,0,3
64563,complete,valrie.alder@gmail.com,1,1117.24,197.16,1,405,35,0,0,1,0,1,0,1,0,0,0,1
64567,complete,miyoko.mcnamee@yahoo.com,1,3351.72,591.48,3,405,17,0,0,1,0,1,0,1,0,0,0,1
64575,complete,newton.popp@yahoo.com,1,15890,2000,10,405,10,0,0,1,0,0,1,0,0,0,1,3
64577,complete,sunni.figgs@verizon.net,1,7340.24,1375.36,8,348,10,0,0,1,0,1,0,0,0,1,0,1
64580,complete,freddie.woodard@hotmail.com,1,1086.64,191.76,1,405,7,0,0,1,0,0,1,0,0,0,1,1
64597,complete,patricia.mcniel@gmail.com,1,1473.68,375.92,4,250,5,0,0,1,0,0,1,0,0,1,0,1
64613,complete,adelaide.grace@earthlink.net,1,3197.53,341.37,8,375,11,0,0,1,0,1,0,0,0,1,0,1
64621,complete,joe.fosdick@microsoft.com,1,376.348,60.002,8,399,9,0,0,1,0,0,1,0,0,1,0,1
64624,complete,emery.welker@aol.com,1,6622.92,1573.88,30,376,28,0,0,1,0,0,1,0,1,0,0,1
64626,complete,darryl.hutt@yahoo.com,1,3761,1500,2,383,5,0,0,0,1,0,1,0,0,1,0,1
64627,complete,chadwick.eggleston@hotmail.com,1,17664.407,3089.793,9,194,37,0,1,0,0,0,1,0,0,1,0,3
64635,complete,galen.torre@gmail.com,1,39395.21,9159.64,28,179,11,0,0,1,0,0,1,0,0,1,0,0
64638,complete,isidra.mullinix@earthlink.net,1,1751.52,462.88,10,249,5,0,1,0,0,1,0,1,0,0,0,1
64658,complete,ricky.fairchild@gmail.com,1,390.4,97.6,1,404,4,0,0,0,1,0,1,0,0,1,0,1
64664,complete,ardelia.german@shaw.ca,1,2728.54,183.96,6,302,6,0,0,1,0,1,0,0,0,1,0,1
64665,complete,arron.bibler@yahoo.com,1,1846.5,100,4,400,4,0,0,1,0,0,1,1,0,0,0,1
64668,complete,alonzo.tarter@aol.com,1,1981.9,600.8,8,200,13,0,0,1,0,0,1,1,0,0,0,1
64766,complete,dwight.zylstra@aol.com,1,8572.545,879.755,18,208,5,0,0,1,0,0,1,0,0,1,0,3
64775,complete,herb.dendy@yahoo.com,1,6637.795,958.605,15,356,14,0,1,0,0,0,1,0,1,0,0,1
64817,complete,kyle.raftery@sbcglobal.net,1,980.9,220,13,190,11,0,1,0,0,0,1,0,0,1,0,1
64835,complete,geraldine.pritchett@ibm.com,1,2722.54,455.96,11,320,7,0,0,1,0,1,0,0,0,0,1,1
64913,complete,tom.lomonaco@msn.com,1,4270.72,575.28,4,369,7,0,0,1,0,0,1,0,0,1,0,1
64976,complete,bradly.desousa@gmail.com,1,4470,600,3,398,7,0,0,1,0,0,1,1,0,0,0,1
64978,complete,keira.hubbs@hotmail.com,1,1957.91125,345.51375,14,398,4,0,0,1,0,1,0,0,0,1,0,1
64980,complete,isaac.laborde@hotmail.co.uk,1,33432.331,5626.069,31,208,13,0,0,0,1,0,1,0,1,0,0,0
64986,complete,robbin.burdge@hotmail.com,1,65698.017,9192.586,48,106,6,0,0,0,1,1,0,1,0,0,0,4
64990,complete,graham.ducote@hotmail.com,1,973.27,146.73,8,391,10,0,0,0,1,0,1,0,0,1,0,1
64991,complete,gertrud.blocher@outlook.com,1,1100.325,194.175,3,398,20,0,0,1,0,1,0,1,0,0,0,1
65010,complete,octavio.poland@hotmail.com,1,30291.875,4038.175,55,256,26,0,0,0,1,0,1,0,0,1,0,0
65018,complete,vincenzo.green@ntlworld.com,1,27141.806,3197.639,42,106,12,0,1,0,0,0,1,0,1,0,0,0
65032,complete,kelly.lecompte@hotmail.com,1,606.3475,107.0025,2,398,11,0,1,0,0,0,1,1,0,0,0,1
65034,complete,mickey.spaeth@hotmail.com,1,848,212,2,397,6,0,0,1,0,0,1,0,0,0,1,1
65040,complete,bud.hufnagel@gmail.com,1,1258,272,5,397,18,0,0,1,0,0,1,0,0,1,0,1
65043,complete,talia.palumbo@gmail.com,1,4017.29496,1000.08004,85,292,6,0,0,0,1,1,0,1,0,0,0,1
65051,complete,jerome.carlo@yahoo.com,1,2211.46,509.14,10,122,15,0,0,0,1,0,1,1,0,0,0,1
65057,complete,shalon.samuelson@hotmail.co.uk,1,5963.991,1048.709,10,258,21,0,0,0,1,1,0,0,0,1,0,1
65058,complete,thao.veasey@yahoo.com,1,579.9,100,1,397,31,0,0,1,0,1,0,1,0,0,0,1
65061,complete,august.nestor@gmail.com,1,679.04,169.76,4,397,12,0,0,1,0,0,1,0,0,0,1,1
65074,complete,herman.ghent@yahoo.com,1,226.4,56.6,2,397,32,0,0,1,0,0,1,0,0,1,0,1
65081,complete,faustino.everton@aol.com,1,1659.84,414.96,13,397,17,0,0,1,0,0,1,0,0,1,0,1
65087,complete,jennell.wimbush@rediffmail.com,1,798.49,159.21,3,106,26,0,1,0,0,1,0,1,0,0,0,1
65094,complete,willy.luu@yahoo.com,1,2585.456,646.364,5,355,14,0,1,0,0,0,1,0,0,0,1,1
65095,complete,letha.knotts@earthlink.net,1,4879.68,749.92,12,285,18,0,0,1,0,1,0,0,1,0,0,1
65096,complete,linnie.stafford@gmail.com,1,42647.04,7100.96,16,367,13,0,0,1,0,1,0,1,0,0,0,0
65109,complete,argentina.duplessis@aol.com,1,527.7,100,1,397,8,0,1,0,0,1,0,0,0,1,0,1
65191,complete,everett.schalk@gmail.com,1,228.1,80,5,386,10,0,0,0,1,0,1,0,0,1,0,1
65267,complete,hayden.connor@shaw.ca,1,29839.944,7163.556,34,367,22,0,1,0,0,0,1,0,0,1,0,0
65294,complete,altagracia.culbreth@yahoo.com,1,282,20,3,385,15,0,0,0,1,1,0,0,0,1,0,1
65302,complete,marilee.proctor@aol.com,1,2484.397,80.003,42,109,8,0,0,0,1,1,0,1,0,0,0,1
65314,complete,harold.weintraub@msn.com,1,1615.5,60,2,392,5,0,0,0,1,0,1,0,1,0,0,1
65342,complete,camille.pung@gmail.com,1,3520.89,100,6,194,9,0,0,0,1,1,0,0,0,1,0,1
65369,complete,leandro.maloney@hotmail.com,1,43067.455,7987.745,27,109,26,0,0,0,1,0,1,0,0,1,0,0
65379,complete,dion.reel@shell.com,1,3019.545,179.955,8,374,8,0,0,1,0,1,0,0,0,1,0,1
